name,lng,lat
每天咖啡(大唐世家店), 118.128327, 24.513644
甜也小吃饮品, 118.128744, 24.476444
collee咖啡·茶饮, 118.129889, 24.492789
鲜可咖啡, 118.130618, 24.491209
阿鼻子冷饮奶茶, 118.129118, 24.500894
金时光奶茶, 118.127515, 24.513337
元初食品卫星店, 118.135885, 24.498323
美乐汉堡茶饮, 118.136475, 24.488848
寻薯记(嘉禾路店), 118.127548, 24.513305
左啡茶饮外卖店, 118.129878, 24.48682
大又脆汉堡薯条炸鸡(东浦店), 118.136193, 24.478834
宾果每日(sm城市广场店), 118.134048, 24.507984
COMEBUY甘杯(SM广场店), 118.13283, 24.507517
大通冰室(中闽百汇店), 118.135572, 24.496605
之七koi奶茶店, 118.134417, 24.499478
饮山饮品店(雪梨星光店), 118.135223, 24.516355
台馨亚奶茶店, 118.131464, 24.491853
老塞咖啡(明发商业广场店), 118.128361, 24.484232
老塞咖啡(吕厝店), 118.134963, 24.498446
吸客鲜奶茶(明发店), 118.12871, 24.483262
每天咖啡(乌石浦店), 118.136183, 24.508127
贡茶(莲坂国贸店), 118.128385, 24.479757
每天咖啡(大唐世家店), 118.128327, 24.513644
甜也小吃饮品, 118.128744, 24.476444
collee咖啡·茶饮, 118.129889, 24.492789
鲜可咖啡, 118.130618, 24.491209
阿鼻子冷饮奶茶, 118.129118, 24.500894
金时光奶茶, 118.127515, 24.513337
美乐汉堡茶饮, 118.136475, 24.488848
元初食品卫星店, 118.135885, 24.498323
寻薯记(嘉禾路店), 118.127548, 24.513305
左啡茶饮外卖店, 118.129878, 24.48682
大又脆汉堡薯条炸鸡(东浦店), 118.136193, 24.478834
宾果每日(sm城市广场店), 118.134048, 24.507984
COMEBUY甘杯(SM广场店), 118.13283, 24.507517
大通冰室(中闽百汇店), 118.135572, 24.496605
之七koi奶茶店, 118.134417, 24.499478
饮山饮品店(雪梨星光店), 118.135223, 24.516355
台馨亚奶茶店, 118.131464, 24.491853
老塞咖啡(明发商业广场店), 118.128361, 24.484232
老塞咖啡(吕厝店), 118.134963, 24.498446
吸客鲜奶茶(明发店), 118.12871, 24.483262
每天咖啡(乌石浦店), 118.136183, 24.508127
贡茶(莲坂国贸店), 118.128385, 24.479757
每天咖啡(大唐世家店), 118.128327, 24.513644
甜也小吃饮品, 118.128744, 24.476444
collee咖啡·茶饮, 118.129889, 24.492789
鲜可咖啡, 118.130618, 24.491209
阿鼻子冷饮奶茶, 118.129118, 24.500894
金时光奶茶, 118.127515, 24.513337
美乐汉堡茶饮, 118.136475, 24.488848
元初食品卫星店, 118.135885, 24.498323
寻薯记(嘉禾路店), 118.127548, 24.513305
左啡茶饮外卖店, 118.129878, 24.48682
大又脆汉堡薯条炸鸡(东浦店), 118.136193, 24.478834
宾果每日(sm城市广场店), 118.134048, 24.507984
COMEBUY甘杯(SM广场店), 118.13283, 24.507517
大通冰室(中闽百汇店), 118.135572, 24.496605
之七koi奶茶店, 118.134417, 24.499478
饮山饮品店(雪梨星光店), 118.135223, 24.516355
台馨亚奶茶店, 118.131464, 24.491853
老塞咖啡(明发商业广场店), 118.128361, 24.484232
老塞咖啡(吕厝店), 118.134963, 24.498446
吸客鲜奶茶(明发店), 118.12871, 24.483262
每天咖啡(乌石浦店), 118.136183, 24.508127
贡茶(莲坂国贸店), 118.128385, 24.479757
每天咖啡(大唐世家店), 118.128327, 24.513644
甜也小吃饮品, 118.128744, 24.476444
collee咖啡·茶饮, 118.129889, 24.492789
鲜可咖啡, 118.130618, 24.491209
阿鼻子冷饮奶茶, 118.129118, 24.500894
金时光奶茶, 118.127515, 24.513337
美乐汉堡茶饮, 118.136475, 24.488848
元初食品卫星店, 118.135885, 24.498323
寻薯记(嘉禾路店), 118.127548, 24.513305
左啡茶饮外卖店, 118.129878, 24.48682
大又脆汉堡薯条炸鸡(东浦店), 118.136193, 24.478834
老塞咖啡(明发商业广场店), 118.128361, 24.484232
老塞咖啡(吕厝店), 118.134963, 24.498446
吸客鲜奶茶(明发店), 118.12871, 24.483262
每天咖啡(乌石浦店), 118.136183, 24.508127
collee咖啡·茶饮, 118.129889, 24.492789
阿鼻子冷饮奶茶, 118.129118, 24.500894
金时光奶茶, 118.127515, 24.513337
美乐汉堡茶饮, 118.136475, 24.488848
元初食品卫星店, 118.135885, 24.498323
寻薯记(嘉禾路店), 118.127548, 24.513305
左啡茶饮外卖店, 118.129878, 24.48682
茶缘饮吧奶茶汉堡, 118.155419, 24.535099
萃哒奶茶果汁, 118.15237, 24.497717
